OBJECTID;TARGET_FID;CUT;REGION;PROVINCIA;COMUNA;COD_URBANO_CENSO;URBANO_CENSO;TIPO_EP;NOMBRE_EP;OBSERVACIONES;SUP_TOTAL_M2;USO;ID_TEXT;FUENTE;NOMBRE_MINVU;EXTENSION;Aplicabili;Cierres;Valor_pers;Valor_veh;Bancas_escanos;Maquinas_ejerc;Infraest_deportiva;Cancha_Skatepark;Basureros;Banos;Banos_accesibles;Luminarias;Limpieza;VentaConsum_drogas;Estratos_vegetacion;Estado_vegetacion;Fecha_encuesta;MG;VG;AU;SG;DE;CALIDAD;RANGO_CALIDAD;;N°;CAMPO;TIPO;DESCRIPCIÓN;DOMINIO;DESCRIPCIÓN DE LOS DOMINIOS
4419;34802;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LOS LITRES 5-6; ;11.831,2;PÚBLICO;1311530051;MINVU;PARQUE LOS LITRES;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;23-07-2019;98,25;100,00;37,50;100,00;83,33;80,60;RANGO SUPERIOR;;;;;;;
4234;34025;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LOS LITRES 14-16; ;4.585,5;PÚBLICO;1311530052;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m;Bueno;23-07-2019;99,00;75,00;25,00;100,00;83,33;71,42;RANGO INTERMEDIO;;;;;;;
18896;34029;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;PASEO DEL SANTUARIO; ;1.906,1;PÚBLICO;1311530057;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;23-07-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4235;34030;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LAS CANTERAS; ;2.704,0;PÚBLICO;1311530058;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_alto_arbol_más_5m;Bueno;24-05-2019;100,00;75,00;100,00;100,00;80,00;89,75;RANGO SUPERIOR;;;;;;;
4236;34040;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;CAMINO EL PEQUEN; ;2.034,7;PRIVADO;1311530070;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;23-07-2019;100,00;100,00;25,00;100,00;80,00;77,25;RANGO SUPERIOR;;;;;;;
18897;34044;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;JOSÉ KENTENICH;ROTONDA;2.074,8;PÚBLICO;1311530075;RA O FI; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4237;34051;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;TREILE; ;2.270,7;PRIVADO;1311530082;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;23-07-2019;100,00;100,00;25,00;100,00;80,00;77,25;RANGO SUPERIOR;;;;;;;
4238;34055;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LA GOLONDRINA; ;2.118,3;PRIVADO;1311530086;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;23-07-2019;100,00;100,00;25,00;100,00;80,00;77,25;RANGO SUPERIOR;;;;;;;
4239;34057;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;CAMINO REAL III; ;1.076,0;PÚBLICO;1311530088;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Regular;27-05-2019;82,00;50,00;47,50;100,00;40,00;57,88;RANGO INFERIOR;;;;;;;
4240;34059;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LOS LUPINOS; ;937,6;PÚBLICO;1311530090;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Con_cierre_perim_gratuito;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;23-07-2019;100,00;100,00;0,00;100,00;60,00;67,00;RANGO INTERMEDIO;;;;;;;
4241;34062;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LAS HUALTATAS; ;815,7;PÚBLICO;1311530093;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;Hay_general_estado_regular;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;23-07-2019;98,50;100,00;12,50;100,00;61,67;70,08;RANGO INTERMEDIO;;;;;;;
4242;34065;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;CAMINO REAL II; ;2.071,8;PÚBLICO;1311530097;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_alto_arbol_más_5m;Regular;27-05-2019;82,00;25,00;47,50;100,00;80,00;59,63;RANGO INTERMEDIO;;;;;;;
18898;34071;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LAS HUALTATAS 10A; ;1.267,1;PRIVADO;1311530103;RA O FI; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18899;34072;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LAS HUALTATAS 11A-12A; ;750,7;PRIVADO;1311530104;RA O FI; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18900;34073;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LOS FRAILES 3A-121; ;3.565,3;PÚBLICO;1311530105;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;23-07-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4243;34078;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;TERESA VIAL; ;948,2;PÚBLICO;1311530110;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_estado_regular;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;25-07-2019;100,00;100,00;25,00;80,00;60,00;72,25;RANGO INTERMEDIO;;;;;;;
18901;34079;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;TERESA VIALI; ;2.166,5;PÚBLICO;1311530112;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;22-05-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18902;34080;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;CUMBRE LOS NOGALES; ;691,3;PÚBLICO;1311530113;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;22-05-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18903;34081;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;BERNA; ;3.615,6;PRIVADO;1311530114;RA O FI; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18904;34082;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;1.203,6;PRIVADO;1311530115;RA O FI; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18905;34084;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;1.828,5;PRIVADO;1311530117;RA O FI; ;COMUNAL;No_visitado;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN; ;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4244;34090;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;MIRADOR LA POZA; ;9.555,5;PÚBLICO;1311530123;MINVU; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;17-05-2019;100,00;100,00;77,50;100,00;81,67;90,71;RANGO SUPERIOR;;;;;;;
18906;34092;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;2.789,2;PÚBLICO;1311530125;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;12-04-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18907;34093;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;4.141,3;PÚBLICO;1311530126;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;22-05-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18908;34094;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;2.140,0;PÚBLICO;1311530127;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;22-05-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4245;34095;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;821,1;PÚBLICO;1311530128;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_alto_arbol_más_5m;Bueno;22-05-2019;85,00;50,00;47,50;100,00;0,00;50,63;RANGO INFERIOR;;;;;;;
18909;34096;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;2.762,9;PÚBLICO;1311530129;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;22-05-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18910;34097;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;TERESA VIAL II; ;1.045,9;PÚBLICO;1311530130;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;22-05-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4246;34098;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;PARQUE SUR; ;1.356,2;PÚBLICO;1311530131;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;12-04-2019;100,00;100,00;47,50;100,00;81,67;83,21;RANGO SUPERIOR;;;;;;;
18911;34099;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LAS TERRAZAS; ;1.086,7;PÚBLICO;1311530132;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;12-04-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
4247;34100;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;LA DOCA; ;1.168,9;PÚBLICO;1311530133;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;08-04-2019;100,00;100,00;57,50;100,00;80,00;85,38;RANGO SUPERIOR;;;;;;;
4248;34101;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;JARDINES DEL SOL; ;4.907,3;PÚBLICO;1311530134;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;12-04-2019;100,00;100,00;47,50;100,00;83,33;83,54;RANGO SUPERIOR;;;;;;;
4249;34106;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;EL NOCEDAL; ;4.428,3;PÚBLICO;1311530140;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;22-05-2019;100,00;100,00;22,50;100,00;80,00;76,63;RANGO SUPERIOR;;;;;;;
4250;34107;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;EL ÁLAMO LAS PALMERAS; ;1.441,3;PÚBLICO;1311530141;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;11-04-2019;100,00;100,00;47,50;100,00;81,67;83,21;RANGO SUPERIOR;;;;;;;
4251;34108;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA;BORDE ESTERO LAS ROSAS; ;3.486,1;PÚBLICO;1311530142;RA O FI; ;COMUNAL;Area_Verde_Habilitada;Sin_cierre_perimetral;0;0;Hay_general_buen_estado;No_hay;No_hay;No_hay;Hay_general_buen_estado;No_hay;No_hay;Hay_general_buen_estado;Bueno;No;Estrato_bajo_20cm_aprox,Estrato_medio_arbusto_arboles_20cm_a_1_5,Estrato_medio_alto_Arbusto_alto_arbol_bajo_1_5m_a_5m,Estrato_alto_arbol_más_5m;Bueno;12-04-2019;100,00;100,00;47,50;100,00;81,67;83,21;RANGO SUPERIOR;;;;;;;
18912;34112;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;717,6;PÚBLICO;1311530147;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;08-04-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18913;34113;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;707,2;PÚBLICO;1311530148;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;08-04-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
18914;34114;13115;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;131153;LO BARNECHEA;PLAZA; ; ;878,6;PÚBLICO;1311530149;RA O FI; ;COMUNAL;Area_Verde_NO_Habilitada;SIN INFORMACIÓN;S/I;S/I;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;08-04-2019;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;SIN INFORMACIÓN;;;;;;;
